State,District,Village,PIN_Code,Survey_Number,Land_Area,Land_Type,Guidance_Value_Per_Sqft,Total_Guidance_Value,Market_Value_Per_Sqft,Total_Market_Value,Nearby_Avg_Value_Per_Sqft,Total_Nearby_Avg_Value,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Total_Income,Credit_History,Property_Area,Loan_Amount,Loan_Amount_Term,LTV_Ratio,DTI_Ratio,Risk_Score,Loan_Approved
Telangana,Medchal-Malkajgiri,Medchal,501401,101/8,2949,Residential,2312,6818088,5991,17667459,6042,17817858,Female,Yes,2,Not Graduate,No,48239,21084,69323,1.0,Rural,8716049,360,0.4933391383560024,1.0116599333264493,39,0
Telangana,Medchal-Malkajgiri,Kompally,500014,123/5,2299,Residential,2116,4864684,4894,11251306,4916,11301884,Female,Yes,3,Graduate,Yes,21849,8875,30724,1.0,Semiurban,6673719,120,0.5931506084715854,2.751590021210575,43,0
Karnataka,Mysuru,Vijayanagar,570017,100/7,31813,Industrial,2089,66457357,4761,151461693,4796,152575148,Male,Yes,2,Graduate,No,27780,0,27780,1.0,Rural,101126852,300,0.6676727956553344,30.54905920238978,46,0
Karnataka,Dharwad,Navanagar,580025,138/9,81046,Agricultural,526,42630196,881,71401526,912,73913952,Male,Yes,2,Graduate,No,60708,0,60708,0.0,Rural,25457425,120,0.3565389484812972,5.312049498523965,84,0
Telangana,Hyderabad,Kondapur,500084,353/6,15877,Industrial,5691,90356007,24140,383270780,25438,403879126,Female,Yes,2,Not Graduate,No,41293,10431,51724,0.0,Urban,339233326,120,0.8851009356883403,83.08066671742404,95,0
Tamil Nadu,Chennai,Mylapore,600004,444/3,5090,Commercial,6033,30707970,20758,105658220,21047,107129230,Male,No,3,Not Graduate,No,40292,0,40292,1.0,Urban,59364388,240,0.5618530011200265,13.256150287094309,42,0
Maharashtra,Pune,Kothrud,411038,168/10,7918,Residential,3463,27420034,10613,84033734,10790,85435220,Female,Yes,3,Graduate,No,45761,12960,58721,1.0,Semiurban,40700520,360,0.4843354931723015,5.576975683897313,39,0
Tamil Nadu,Coimbatore,Peelamedu,641004,24/2,6067,Industrial,1951,11836717,5349,32452383,5142,31196514,Male,Yes,2,Graduate,No,39824,0,39824,1.0,Semiurban,23752896,180,0.7319307183081132,6.049560237512563,49,1
Maharashtra,Nagpur,Manish Nagar,440015,220/2,808,Residential,1371,1107768,2481,2004648,2496,2016768,Male,No,0,Not Graduate,Yes,37606,11094,48700,1.0,Semiurban,1651573,120,0.8238718218859371,0.42959812665301794,44,1
Maharashtra,Mumbai Suburban,Kurla,400070,397/3,2120,Commercial,12109,25671080,46763,99137560,47297,100269640,Male,No,3,Graduate,Yes,45011,30837,75848,1.0,Urban,76782629,240,0.7745059390204883,9.108127342805876,50,0
Maharashtra,Mumbai Suburban,Bandra,400050,142/2,10066,Commercial,12363,124445958,60079,604755214,60920,613220720,Female,Yes,1,Not Graduate,No,69552,41451,111003,1.0,Urban,275509360,300,0.45557169846906026,20.828847243710754,38,1
Tamil Nadu,Madurai,Tallakulam,625002,37/9,3758,Residential,1469,5520502,2540,9545320,2606,9793348,Male,No,0,Graduate,Yes,15889,0,15889,1.0,Rural,8749641,300,0.9166419774297772,4.621226578331122,56,0
Tamil Nadu,Coimbatore,Saravanampatti,641035,43/9,5546,Commercial,2625,14558250,5643,31296078,6003,33292638,Female,No,0,Not Graduate,No,20687,30002,50689,0.0,Semiurban,11142603,300,0.35603831892290144,1.844745786862372,74,0
Karnataka,Mysuru,Vijayanagar,570017,62/1,12493,Commercial,2304,28783872,5385,67274805,5396,67412228,Female,Yes,2,Graduate,No,49427,30002,79429,1.0,Rural,34832012,300,0.5177571603514867,3.6801291478534504,40,1
Karnataka,Mysuru,Ramakrishnanagar,570020,322/2,34831,Industrial,1986,69174366,4011,139707141,3927,136781337,Male,Yes,1,Graduate,Yes,366457,31024,397481,1.0,Semiurban,74964717,180,0.5365847190302176,1.9129016844640272,41,1
Karnataka,Dharwad,Lakamanahalli,580008,115/6,7819,Commercial,2024,15825656,3728,29149232,3788,29618372,Male,Yes,1,Graduate,No,71778,0,71778,1.0,Semiurban,24752076,240,0.8491501937340922,3.1026338485853695,53,1
Tamil Nadu,Chennai,Mylapore,600004,103/5,91620,Agricultural,1660,152089200,5797,531121140,6320,579038400,Male,Yes,0,Not Graduate,Yes,64369,0,64369,1.0,Rural,449181419,120,0.8457231037725217,88.39721574991025,63,0
Karnataka,Dharwad,Lakamanahalli,580008,435/5,2480,Residential,1210,3000800,2169,5379120,2107,5225360,Female,Yes,0,Graduate,No,53682,18230,71912,1.0,Rural,1910591,120,0.3551865360876872,0.3365580059590356,24,1
Tamil Nadu,Chennai,Guindy,600032,291/1,48413,Industrial,5639,273000907,18863,913214419,18402,890896026,Female,No,3,Not Graduate,Yes,57261,0,57261,1.0,Urban,621040801,180,0.6800602225269945,110.00522726731396,47,1
Tamil Nadu,Coimbatore,R S Puram,641002,209/2,37215,Agricultural,788,29325420,1924,71601660,1909,71043435,Female,Yes,1,Not Graduate,Yes,22840,0,22840,1.0,Rural,38037149,360,0.5312327814746195,13.399978270358393,51,1
Maharashtra,Pune,Hadapsar,411028,16/7,41434,Industrial,3781,156661954,9981,413552754,10138,420057892,Male,Yes,1,Graduate,Yes,31505,16461,47966,1.0,Semiurban,297363147,360,0.7190452587337866,49.88223189802688,48,0
Karnataka,Bengaluru Urban,Whitefield,560066,102/8,2506,Commercial,5887,14752822,21071,52803926,19843,49726558,Male,No,3,Not Graduate,Yes,38144,0,38144,1.0,Urban,47016496,240,0.8903977329261464,11.090069684439419,55,0
Telangana,Hyderabad,Kondapur,500084,318/10,11605,Commercial,7038,81675990,26704,309899920,25425,295057125,Male,No,1,Graduate,Yes,145625,8000,153625,1.0,Urban,202654891,300,0.6539365708774626,11.07028462815396,46,1
Maharashtra,Pune,Baner,411045,93/1,88265,Agricultural,1172,103446580,3760,331876400,3725,328787125,Female,Yes,1,Graduate,Yes,54817,8369,63186,1.0,Rural,275651677,120,0.8305853534629157,55.26285802160079,63,0
Telangana,Rangareddy,Puppalguda,500090,182/3,4875,Commercial,4624,22542000,15128,73749000,15715,76610625,Female,Yes,1,Not Graduate,No,27360,0,27360,1.0,Semiurban,50966518,120,0.6910808010956081,23.59730666303357,47,0
Karnataka,Mysuru,Ramakrishnanagar,570020,104/3,33260,Agricultural,810,26940600,2096,69712960,1977,65755020,Male,Yes,2,Graduate,No,69798,22892,92690,1.0,Rural,47468309,240,0.6809108234681184,4.607667460094535,57,0
Telangana,Hyderabad,Banjara Hills,500034,406/8,32833,Agricultural,2124,69737292,8441,277143353,8715,286139595,Male,No,2,Not Graduate,Yes,19022,0,19022,1.0,Rural,209605039,360,0.7563054885895099,88.66205183734252,60,0
Karnataka,Bengaluru Urban,Sarjapur,560035,163/10,11479,Commercial,5353,61447087,19734,226526586,19572,224666988,Female,Yes,0,Not Graduate,No,23642,0,23642,1.0,Urban,119563621,120,0.5278127530690813,64.06316810149946,41,0
Karnataka,Mysuru,Hebbal,570016,376/7,7783,Commercial,2694,20967402,6068,47227244,5840,45452720,Male,Yes,3,Graduate,Yes,54598,0,54598,1.0,Rural,16445955,180,0.3482302503190743,3.0551636692055317,33,0
Telangana,Rangareddy,Gandi Maisamma,500043,281/2,87860,Agricultural,1374,120719640,4605,404595300,4659,409339740,Female,Yes,0,Graduate,No,23430,0,23430,1.0,Rural,304732221,360,0.7531778569844978,104.6497811047441,60,0
Maharashtra,Pune,Hadapsar,411028,50/1,42471,Industrial,3572,151706412,10187,432652077,9238,392347098,Female,Yes,0,Graduate,Yes,41351,0,41351,1.0,Semiurban,367083610,240,0.8484498966128851,79.87101929437767,53,0
Tamil Nadu,Coimbatore,R S Puram,641002,47/9,17116,Industrial,2114,36183224,5031,86110596,4686,80205576,Female,Yes,2,Graduate,Yes,37322,14898,52220,1.0,Semiurban,45075831,360,0.5234643945560428,6.945429548100479,40,1
Telangana,Rangareddy,Gandi Maisamma,500043,431/7,40095,Industrial,3485,139731075,11819,473882805,11484,460450980,Female,Yes,1,Graduate,No,131447,0,131447,0.0,Rural,391190003,180,0.8254994671098058,30.184861434726304,93,0
Karnataka,Dharwad,Lakamanahalli,580008,104/3,51910,Agricultural,539,27979490,1184,61461440,1132,58762120,Female,No,3,Graduate,No,53122,0,53122,1.0,Rural,41073823,360,0.6682860505708945,6.221325806668941,56,0
Karnataka,Bengaluru Urban,Sarjapur,560035,400/2,80206,Agricultural,1559,125041154,5655,453564930,5666,454447196,Female,Yes,1,Not Graduate,No,12000,0,12000,1.0,Rural,340572750,120,0.7508798133929799,359.5193052041672,60,0
Maharashtra,Nagpur,Manish Nagar,440015,26/8,58816,Agricultural,513,30172608,1171,68873536,1129,66403264,Male,Yes,1,Not Graduate,No,40614,14808,55422,1.0,Rural,53288806,360,0.7737196185193685,7.7365267470648424,60,0
Telangana,Medchal-Malkajgiri,Malkajgiri,500047,468/7,38849,Industrial,2686,104348414,7673,298088377,7370,286317130,Female,Yes,0,Graduate,Yes,60564,13690,74254,1.0,Semiurban,95834274,120,0.32149617829614335,16.34912706486298,32,0
Telangana,Medchal-Malkajgiri,Medchal,501401,422/8,46642,Industrial,2727,127192734,7485,349115370,7333,342025786,Female,No,2,Graduate,No,33899,29821,63720,1.0,Semiurban,192456022,180,0.5512676855218377,30.634292535358536,42,0
Telangana,Hyderabad,Madhapur,500081,347/4,95404,Agricultural,1945,185560780,6465,616786860,6652,634627408,Male,Yes,0,Graduate,No,61050,10719,71769,0.0,Rural,470781886,240,0.7632813156882103,59.019170167941034,98,0
Tamil Nadu,Coimbatore,Saravanampatti,641035,130/4,24801,Industrial,2316,57439116,6291,156023091,5999,148781199,Female,No,2,Graduate,No,29711,0,29711,0.0,Semiurban,134175105,240,0.8599695348940369,40.63169351331896,94,0
Maharashtra,Mumbai Suburban,Bandra,400050,265/4,7398,Residential,8857,65524086,44143,326569914,42534,314666532,Male,No,2,Not Graduate,No,27310,14883,42193,1.0,Urban,309127790,180,0.946589923773566,74.31042770904662,57,0
Telangana,Rangareddy,Rajendranagar,500030,327/8,76494,Agricultural,1128,86285232,3030,231776820,3058,233918652,Female,Yes,2,Graduate,No,104743,28084,132827,1.0,Rural,103178499,240,0.4451631487566358,6.988968631073566,47,1
Maharashtra,Pune,Baner,411045,300/5,12718,Industrial,3488,44360384,11100,141169800,11496,146206128,Male,Yes,3,Not Graduate,No,17042,0,17042,0.0,Semiurban,60730229,300,0.4301927820256174,29.905285377016316,77,0
Tamil Nadu,Chennai,Mylapore,600004,442/3,4794,Residential,4274,20489556,17886,85745484,16844,80750136,Male,Yes,1,Not Graduate,Yes,62989,0,62989,1.0,Urban,49635191,300,0.5788665324928366,6.612848560148727,43,1
Karnataka,Dharwad,Sattur,580009,375/6,3439,Residential,1292,4443188,2543,8745377,2354,8095406,Male,No,2,Graduate,Yes,129740,0,129740,1.0,Semiurban,7306749,240,0.8354984582139798,0.5067112477402711,48,0
Tamil Nadu,Madurai,Tallakulam,625002,306/9,66841,Agricultural,580,38767780,1303,87093823,1335,89232735,Male,Yes,3,Graduate,Yes,67472,0,67472,0.0,Rural,38083833,120,0.43727363994573987,7.15007560565903,87,0
Telangana,Hyderabad,Jubilee Hills,500033,365/1,46964,Industrial,5097,239375508,20090,943506760,20587,966847868,Male,Yes,0,Not Graduate,No,14594,0,14594,1.0,Urban,376961721,120,0.3995326127817039,327.2023960661945,35,1
Karnataka,Dharwad,Kelageri,580007,139/10,7862,Commercial,1978,15551036,3388,26636456,3264,25661568,Male,No,1,Graduate,No,27158,47105,74263,0.0,Semiurban,15085331,180,0.5663415208089244,2.0603190208205735,82,0
Tamil Nadu,Chennai,Tambaram,600045,170/4,904,Residential,4731,4276824,19376,17515904,19909,17997736,Male,Yes,0,Not Graduate,Yes,23751,28747,52498,0.0,Urban,5824951,180,0.3325521194909495,1.1253863297039413,73,0
Maharashtra,Pune,Baner,411045,219/2,7773,Residential,3447,26793531,8480,65915040,8723,67803879,Female,No,2,Graduate,No,57802,12630,70432,1.0,Semiurban,61004465,240,0.9255014485313215,7.792949310434642,57,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,58/3,7716,Residential,1795,13850220,4319,33325404,4501,34729716,Male,No,2,Graduate,Yes,35041,8000,43041,1.0,Rural,19543587,120,0.5864471140394877,5.751955124370494,43,1
Maharashtra,Mumbai Suburban,Ghatkopar,400086,393/10,11974,Commercial,13343,159769082,61067,731216258,62418,747393132,Male,No,2,Not Graduate,Yes,19640,18929,38569,1.0,Semiurban,245299637,180,0.33546797450994315,64.50756434341436,33,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,39/8,41574,Agricultural,759,31554666,1746,72588204,1748,72671352,Male,Yes,3,Not Graduate,No,17177,0,17177,1.0,Rural,36688981,300,0.5054399885689416,17.924701310279904,50,0
Karnataka,Bengaluru Urban,Yelahanka,560064,212/1,7565,Residential,3070,23224550,10297,77896805,10180,77011700,Male,No,2,Not Graduate,Yes,96707,9338,106045,0.0,Urban,62225577,360,0.7988206576636873,4.7214019149077275,91,0
Maharashtra,Nagpur,Wardha Road,440015,59/2,1035,Commercial,2142,2216970,4907,5078745,4959,5132565,Male,Yes,1,Not Graduate,Yes,27888,23823,51711,1.0,Semiurban,2363079,180,0.4652879796091357,0.46349752768935765,31,1
Tamil Nadu,Chennai,Tambaram,600045,423/4,24125,Agricultural,1938,46754250,6069,146414625,6150,148368750,Female,No,1,Not Graduate,Yes,86229,9306,95535,1.0,Rural,132937214,360,0.9079503772249528,11.196345739051491,66,0
Telangana,Rangareddy,Rajendranagar,500030,89/3,3973,Residential,3141,12479193,9698,38530154,9926,39435998,Male,No,3,Not Graduate,No,72976,22162,95138,1.0,Semiurban,29090624,360,0.7550092844165637,2.460318065487677,50,1
Maharashtra,Nagpur,Sitabuldi,440012,324/4,4435,Commercial,2333,10346855,4539,20130465,4642,20587270,Male,No,0,Not Graduate,No,20152,29064,49216,0.0,Rural,14861482,360,0.7382582568261588,2.4296741991461643,89,0
Tamil Nadu,Chennai,Guindy,600032,55/1,14524,Industrial,4286,62249864,13472,195667328,13864,201360736,Female,Yes,0,Not Graduate,Yes,40922,15365,56287,1.0,Urban,71733991,360,0.3666120027969105,10.2543734010186,34,0
Tamil Nadu,Chennai,Guindy,600032,402/5,3925,Residential,4348,17065900,18050,70846250,18315,71886375,Male,No,1,Not Graduate,Yes,37868,17479,55347,1.0,Urban,56026632,360,0.790820008116167,8.145029587591418,51,0
Telangana,Rangareddy,Narsingi,500075,151/8,12184,Commercial,3925,47822200,13405,163326520,12899,157161416,Female,No,1,Graduate,No,38875,0,38875,1.0,Rural,53238138,240,0.3259613809196449,12.321475138195055,33,0
Maharashtra,Pune,Wakad,411057,282/6,7222,Residential,3399,24547578,9797,70753934,10208,73722176,Male,No,3,Graduate,No,54029,0,54029,1.0,Semiurban,37819292,180,0.5345185753204903,7.099676860992609,41,0
Tamil Nadu,Madurai,Anna Nagar,625020,59/6,20751,Industrial,1603,33263853,3235,67129485,3429,71155179,Female,No,0,Not Graduate,No,94052,10480,104532,1.0,Rural,56010888,240,0.8343708878445887,4.820959107624157,53,0
Tamil Nadu,Coimbatore,Peelamedu,641004,152/4,77357,Agricultural,699,54072543,1511,116886427,1601,123848557,Male,Yes,1,Not Graduate,Yes,130590,0,130590,0.0,Rural,101821426,300,0.8711141970316194,6.543239944813087,98,0
Karnataka,Dharwad,Sattur,580009,13/8,14965,Agricultural,420,6285300,706,10565290,725,10849625,Male,No,3,Not Graduate,No,12000,20109,32109,1.0,Rural,3285584,120,0.3109790644648656,1.2962219172862364,42,0
Karnataka,Dharwad,Kelageri,580007,24/2,75907,Agricultural,423,32108661,897,68088579,855,64900485,Female,No,3,Graduate,No,51688,0,51688,1.0,Rural,53476091,360,0.7853900284804005,8.324576745936632,61,0
Telangana,Medchal-Malkajgiri,Medchal,501401,491/1,3019,Commercial,2846,8592074,7565,22838735,7442,22467398,Male,No,1,Not Graduate,Yes,42984,0,42984,1.0,Rural,9736427,180,0.42631200896196747,2.297443829152833,37,0
Karnataka,Dharwad,Lakamanahalli,580008,331/9,3181,Residential,1261,4011241,2270,7220870,2276,7239956,Female,Yes,1,Graduate,No,24993,19440,44433,0.0,Semiurban,4281397,360,0.5929198282201452,0.7753041339363843,83,0
Telangana,Rangareddy,Rajendranagar,500030,187/6,16051,Industrial,2809,45087259,7742,124266842,7766,124652066,Female,Yes,2,Not Graduate,No,27016,15465,42481,1.0,Semiurban,46070839,360,0.3707412070550566,8.726169120553116,34,1
Maharashtra,Mumbai Suburban,Ghatkopar,400086,101/5,6759,Residential,6980,47177820,27055,182864745,25872,174868848,Female,Yes,0,Not Graduate,No,60461,27288,87749,1.0,Urban,160817547,360,0.8794343983581964,14.746314546921374,55,0
Maharashtra,Mumbai Suburban,Kurla,400070,257/9,4050,Residential,7673,31075650,29654,120098700,30989,125505450,Male,Yes,3,Graduate,Yes,23962,37788,61750,1.0,Semiurban,47442515,300,0.39502938000161536,6.447544302784038,35,0
Karnataka,Bengaluru Urban,Yelahanka,560064,119/2,58422,Agricultural,1288,75247536,4403,257232066,4519,264009018,Female,Yes,0,Not Graduate,Yes,43668,35872,79540,1.0,Rural,215887323,240,0.8392706490955136,24.42034549184178,63,0
Telangana,Medchal-Malkajgiri,Alwal,500010,188/10,5032,Residential,2036,10245152,6063,30509016,5957,29975624,Female,No,3,Graduate,Yes,52985,13394,66379,1.0,Semiurban,14721398,180,0.4825261489914981,2.249419554911354,39,1
Maharashtra,Nagpur,Dharampeth,440010,339/4,26641,Industrial,1759,46861519,3637,96893317,3485,92843885,Female,Yes,1,Graduate,Yes,25949,34488,60437,1.0,Semiurban,31536261,360,0.3254740572045851,4.198552021853112,33,1
Telangana,Medchal-Malkajgiri,Malkajgiri,500047,265/7,7996,Residential,2344,18742624,6397,51150412,6028,48199888,Female,No,1,Graduate,No,52376,21751,74127,1.0,Rural,21392365,360,0.4182246860494496,2.3220662793500275,36,1
Maharashtra,Pune,Wakad,411057,303/2,7196,Commercial,4635,33353460,11659,83898164,11848,85258208,Female,Yes,0,Graduate,No,38964,47410,86374,1.0,Rural,54150347,120,0.6454294637484558,7.941668910863763,45,1
Telangana,Rangareddy,Rajendranagar,500030,424/1,39212,Industrial,3221,126301852,10741,421176092,10962,429841944,Female,No,2,Graduate,No,25464,0,25464,1.0,Semiurban,361531075,240,0.8583846088775618,127.74068961039688,54,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,3/1,5057,Residential,1704,8617128,4409,22296313,4362,22058634,Male,No,2,Not Graduate,No,50425,19510,69935,1.0,Rural,12449039,180,0.5583451846948866,1.805482843015199,42,1
Tamil Nadu,Chennai,Mylapore,600004,287/9,21631,Industrial,5675,122755925,21150,457495650,21065,455657015,Male,Yes,3,Graduate,Yes,31869,0,31869,1.0,Urban,300974740,120,0.6578745393535436,119.63415252684418,46,1
Karnataka,Bengaluru Urban,Electronic City,560100,242/10,10776,Industrial,3346,36056496,9943,107145768,9166,98772816,Female,No,0,Graduate,No,70211,36143,106354,1.0,Urban,88131834,240,0.8225414371942343,7.4557138035690755,52,1
Telangana,Rangareddy,Narsingi,500075,346/1,41359,Agricultural,1255,51905545,4301,177885059,4071,168372489,Female,No,1,Graduate,Yes,59166,48208,107374,1.0,Rural,137325515,360,0.7719901591060551,10.290686316295362,60,0
Maharashtra,Pune,Baner,411045,116/10,8450,Commercial,5418,45782100,15852,133949400,15244,128811800,Male,No,2,Graduate,No,36776,33162,69938,1.0,Semiurban,100626099,300,0.7512247087332978,12.0742738379078,50,0
Telangana,Medchal-Malkajgiri,Alwal,500010,349/8,4748,Residential,1946,9239608,4386,20824728,4667,22158916,Male,No,3,Not Graduate,Yes,30146,26755,56901,1.0,Semiurban,11647372,240,0.5593048802366111,1.8416974931622487,42,1
Telangana,Medchal-Malkajgiri,Medchal,501401,182/4,33957,Agricultural,998,33889086,2740,93042180,2786,94604202,Male,No,1,Graduate,Yes,33587,23346,56933,0.0,Rural,49444269,120,0.5314177827733615,11.001336717001463,91,0
Karnataka,Dharwad,Lakamanahalli,580008,315/1,7746,Residential,1193,9240978,2412,18683352,2559,19822014,Female,No,1,Not Graduate,No,51901,0,51901,1.0,Semiurban,15311482,300,0.8195254256302617,2.4757403549566157,52,0
Karnataka,Dharwad,Vidyagiri,580004,202/3,12888,Industrial,1398,18017424,2692,34694496,2568,33096384,Male,No,2,Not Graduate,Yes,22227,77298,99525,1.0,Semiurban,24234266,240,0.6985046273622191,2.1908262387517996,47,1
Tamil Nadu,Chennai,Tambaram,600045,359/6,62506,Agricultural,1680,105010080,5512,344533072,5368,335532208,Male,No,1,Not Graduate,No,19858,0,19858,1.0,Rural,268753818,300,0.7800523080118126,113.57499585989528,61,0
Telangana,Medchal-Malkajgiri,Alwal,500010,69/9,73782,Agricultural,827,61017714,2191,161656362,2192,161730144,Male,Yes,2,Not Graduate,Yes,17526,44128,61654,1.0,Rural,86425583,360,0.5346253121791767,11.279070095117659,51,0
Maharashtra,Pune,Hinjawadi,411057,211/2,99074,Agricultural,1457,144350818,3781,374598794,3815,377967310,Female,No,2,Not Graduate,No,58395,32031,90426,1.0,Rural,182145039,180,0.4862403240945832,20.430365882439165,49,0
Maharashtra,Pune,Wakad,411057,293/7,1448,Residential,2875,4163000,7534,10909232,7226,10463248,Female,No,3,Not Graduate,No,52944,21865,74809,1.0,Semiurban,8433404,240,0.7730520351936782,1.0142833716492201,50,0
Karnataka,Bengaluru Urban,Electronic City,560100,204/2,1322,Residential,3958,5232476,12757,16864754,12732,16831704,Male,Yes,2,Graduate,Yes,21197,23051,44248,0.0,Urban,7771409,240,0.46080772954055543,1.5802156912917231,78,0
Telangana,Hyderabad,Kondapur,500084,430/3,1087,Residential,5245,5701315,22723,24699901,22763,24743381,Female,No,1,Graduate,No,24190,39540,63730,1.0,Urban,15814083,360,0.6402488414832108,1.9966058132813396,45,1
Maharashtra,Pune,Wakad,411057,117/2,25176,Industrial,3378,85044528,8947,225249672,8476,213391776,Male,No,2,Not Graduate,Yes,33248,13422,46670,1.0,Rural,111441562,300,0.4947468336380086,20.038858707560905,39,0
